Team_ID,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Group,Year
1,1,fr Lyon,6,3,1,2,7,7,0,10,A,2004
2,2,de Bayern Munich,6,2,3,1,6,5,1,9,A,2004
3,3,sct Celtic,6,2,1,3,8,7,1,7,A,2004
4,4,be Anderlecht,6,2,1,3,4,6,-2,7,A,2004
5,1,eng Arsenal,6,3,1,2,9,6,3,10,B,2004
6,2,ru Loko Moscow,6,2,2,2,7,7,0,8,B,2004
7,3,it Inter,6,2,2,2,8,11,-3,8,B,2004
8,4,ua Dynamo Kyiv,6,2,1,3,8,8,0,7,B,2004
9,1,fr Monaco,6,3,2,1,15,6,9,11,C,2004
10,2,es La Coruña,6,3,1,2,12,12,0,10,C,2004
11,3,nl PSV Eindhoven,6,3,1,2,8,7,1,10,C,2004
12,4,gr AEK Athens,6,0,2,4,1,11,-10,2,C,2004
13,1,it Juventus,6,4,1,1,15,6,9,13,D,2004
14,2,es Real Sociedad,6,2,3,1,8,8,0,9,D,2004
15,3,tr Galatasaray,6,2,1,3,6,8,-2,7,D,2004
16,4,gr Olympiacos,6,1,1,4,6,13,-7,4,D,2004
17,1,eng Manchester Utd,6,5,0,1,13,2,11,15,E,2004
18,2,de Stuttgart,6,4,0,2,9,6,3,12,E,2004
19,3,gr Panathinaikos,6,1,1,4,5,13,-8,4,E,2004
20,4,sct Rangers,6,1,1,4,4,10,-6,4,E,2004
21,1,es Real Madrid,6,4,2,0,11,5,6,14,F,2004
22,2,pt Porto,6,3,2,1,9,8,1,11,F,2004
23,3,fr Marseille,6,1,1,4,9,11,-2,4,F,2004
24,4,rs Partizan,6,0,3,3,3,8,-5,3,F,2004
25,1,eng Chelsea,6,4,1,1,9,3,6,13,G,2004
26,2,cz Sparta Prague,6,2,2,2,5,5,0,8,G,2004
27,3,tr Beşiktaş,6,2,1,3,5,7,-2,7,G,2004
28,4,it Lazio,6,1,2,3,6,10,-4,5,G,2004
29,1,it Milan,6,3,1,2,4,3,1,10,H,2004
30,2,es Celta Vigo,6,2,3,1,7,6,1,9,H,2004
31,3,be Club Brugge,6,2,2,2,5,6,-1,8,H,2004
32,4,nl Ajax,6,2,0,4,6,7,-1,6,H,2004
9,1,fr Monaco,6,4,0,2,10,4,6,12,A,2005
33,2,eng Liverpool,6,3,1,2,6,3,3,10,A,2005
16,3,gr Olympiacos,6,3,1,2,5,5,0,10,A,2005
10,4,es La Coruña,6,0,2,4,0,9,-9,2,A,2005
34,1,de Leverkusen,6,3,2,1,13,7,6,11,B,2005
21,2,es Real Madrid,6,3,2,1,11,8,3,11,B,2005
8,3,ua Dynamo Kyiv,6,3,1,2,11,8,3,10,B,2005
35,4,it Roma,6,0,1,5,4,16,-12,1,B,2005
13,1,it Juventus,6,5,1,0,6,1,5,16,C,2005
2,2,de Bayern Munich,6,3,1,2,12,5,7,10,C,2005
32,3,nl Ajax,6,1,1,4,6,10,-4,4,C,2005
36,4,il Maccabi Tel Aviv,6,1,1,4,4,12,-8,4,C,2005
1,1,fr Lyon,6,4,1,1,17,8,9,13,D,2005
17,2,eng Manchester Utd,6,3,2,1,14,9,5,11,D,2005
37,3,tr Fenerbahçe,6,3,0,3,10,13,-3,9,D,2005
26,4,cz Sparta Prague,6,0,1,5,2,13,-11,1,D,2005
5,1,eng Arsenal,6,2,4,0,11,6,5,10,E,2005
11,2,nl PSV Eindhoven,6,3,1,2,6,7,-1,10,E,2005
19,3,gr Panathinaikos,6,2,3,1,11,8,3,9,E,2005
38,4,no Rosenborg,6,0,2,4,6,13,-7,2,E,2005
29,1,it Milan,6,4,1,1,10,3,7,13,F,2005
39,2,es Barcelona,6,3,1,2,9,6,3,10,F,2005
40,3,ua Shakhtar,6,2,0,4,5,9,-4,6,F,2005
3,4,sct Celtic,6,1,2,3,4,10,-6,5,F,2005
7,1,it Inter,6,4,2,0,14,3,11,14,G,2005
41,2,de Werder Bremen,6,4,1,1,12,6,6,13,G,2005
42,3,es Valencia,6,2,1,3,6,10,-4,7,G,2005
4,4,be Anderlecht,6,0,0,6,4,17,-13,0,G,2005
25,1,eng Chelsea,6,4,1,1,10,3,7,13,H,2005
22,2,pt Porto,6,2,2,2,4,6,-2,8,H,2005
43,3,ru CSKA Moscow,6,2,1,3,5,5,0,7,H,2005
44,4,fr Paris S-G,6,1,2,3,3,8,-5,5,H,2005
13,1,it Juventus,6,5,0,1,12,5,7,15,A,2006
2,2,de Bayern Munich,6,4,1,1,10,4,6,13,A,2006
31,3,be Club Brugge,6,2,1,3,6,7,-1,7,A,2006
45,4,at Rapid Wien,6,0,0,6,3,15,-12,0,A,2006
5,1,eng Arsenal,6,5,1,0,10,2,8,16,B,2006
32,2,nl Ajax,6,3,2,1,10,6,4,11,B,2006
46,3,ch Thun,6,1,1,4,4,9,-5,4,B,2006
26,4,cz Sparta Prague,6,0,2,4,2,9,-7,2,B,2006
39,1,es Barcelona,6,5,1,0,16,2,14,16,C,2006
41,2,de Werder Bremen,6,2,1,3,12,12,0,7,C,2006
47,3,it Udinese,6,2,1,3,10,12,-2,7,C,2006
19,4,gr Panathinaikos,6,1,1,4,4,16,-12,4,C,2006
48,1,es Villarreal,6,2,4,0,3,1,2,10,D,2006
49,2,pt Benfica,6,2,2,2,5,5,0,8,D,2006
50,3,fr Lille,6,1,3,2,1,2,-1,6,D,2006
17,4,eng Manchester Utd,6,1,3,2,3,4,-1,6,D,2006
29,1,it Milan,6,3,2,1,12,6,6,11,E,2006
11,2,nl PSV Eindhoven,6,3,1,2,4,6,-2,10,E,2006
51,3,de Schalke 04,6,2,2,2,12,9,3,8,E,2006
37,4,tr Fenerbahçe,6,1,1,4,7,14,-7,4,E,2006
1,1,fr Lyon,6,5,1,0,13,4,9,16,F,2006
21,2,es Real Madrid,6,3,1,2,10,8,2,10,F,2006
38,3,no Rosenborg,6,1,1,4,6,11,-5,4,F,2006
16,4,gr Olympiacos,6,1,1,4,7,13,-6,4,F,2006
33,1,eng Liverpool,6,3,3,0,6,1,5,12,G,2006
25,2,eng Chelsea,6,3,2,1,7,1,6,11,G,2006
52,3,es Betis,6,2,1,3,3,7,-4,7,G,2006
4,4,be Anderlecht,6,1,0,5,1,8,-7,3,G,2006
7,1,it Inter,6,4,1,1,9,4,5,13,H,2006
20,2,sct Rangers,6,1,4,1,7,7,0,7,H,2006
53,3,sk Artmedia,6,1,3,2,5,9,-4,6,H,2006
22,4,pt Porto,6,1,2,3,8,9,-1,5,H,2006
25,1,eng Chelsea,6,4,1,1,10,4,6,13,A,2007
39,2,es Barcelona,6,3,2,1,12,4,8,11,A,2007
41,3,de Werder Bremen,6,3,1,2,7,5,2,10,A,2007
54,4,bg Levski Sofia,6,0,0,6,1,17,-16,0,A,2007
2,1,de Bayern Munich,6,3,3,0,10,3,7,12,B,2007
7,2,it Inter,6,3,1,2,5,5,0,10,B,2007
55,3,ru Spartak Moscow,6,1,2,3,7,11,-4,5,B,2007
56,4,pt Sporting CP,6,1,2,3,3,6,-3,5,B,2007
33,1,eng Liverpool,6,4,1,1,11,5,6,13,C,2007
11,2,nl PSV Eindhoven,6,3,1,2,6,6,0,10,C,2007
57,3,fr Bordeaux,6,2,1,3,6,7,-1,7,C,2007
15,4,tr Galatasaray,6,1,1,4,7,12,-5,4,C,2007
42,1,es Valencia,6,4,1,1,12,6,6,13,D,2007
35,2,it Roma,6,3,1,2,8,4,4,10,D,2007
40,3,ua Shakhtar,6,1,3,2,6,11,-5,6,D,2007
16,4,gr Olympiacos,6,0,3,3,6,11,-5,3,D,2007
1,1,fr Lyon,6,4,2,0,12,3,9,14,E,2007
21,2,es Real Madrid,6,3,2,1,14,8,6,11,E,2007
58,3,ro Steaua,6,1,2,3,7,11,-4,5,E,2007
8,4,ua Dynamo Kyiv,6,0,2,4,5,16,-11,2,E,2007
17,1,eng Manchester Utd,6,4,0,2,10,5,5,12,F,2007
3,2,sct Celtic,6,3,0,3,8,9,-1,9,F,2007
49,3,pt Benfica,6,2,1,3,7,8,-1,7,F,2007
59,4,dk FC Copenhagen,6,2,1,3,5,8,-3,7,F,2007
5,1,eng Arsenal,6,3,2,1,7,3,4,11,G,2007
22,2,pt Porto,6,3,2,1,9,4,5,11,G,2007
43,3,ru CSKA Moscow,6,2,2,2,4,5,-1,8,G,2007
60,4,de Hamburger SV,6,1,0,5,7,15,-8,3,G,2007
29,1,it Milan,6,3,1,2,8,4,4,10,H,2007
50,2,fr Lille,6,2,3,1,8,5,3,9,H,2007
12,3,gr AEK Athens,6,2,2,2,6,9,-3,8,H,2007
4,4,be Anderlecht,6,0,4,2,7,11,-4,4,H,2007
22,1,pt Porto,6,3,2,1,8,7,1,11,A,2008
33,2,eng Liverpool,6,3,1,2,18,5,13,10,A,2008
23,3,fr Marseille,6,2,1,3,6,9,-3,7,A,2008
27,4,tr Beşiktaş,6,2,0,4,4,15,-11,6,A,2008
25,1,eng Chelsea,6,3,3,0,9,2,7,12,B,2008
51,2,de Schalke 04,6,2,2,2,5,4,1,8,B,2008
38,3,no Rosenborg,6,2,1,3,6,10,-4,7,B,2008
42,4,es Valencia,6,1,2,3,2,6,-4,5,B,2008
21,1,es Real Madrid,6,3,2,1,13,9,4,11,C,2008
16,2,gr Olympiacos,6,3,2,1,11,7,4,11,C,2008
41,3,de Werder Bremen,6,2,0,4,8,13,-5,6,C,2008
28,4,it Lazio,6,1,2,3,8,11,-3,5,C,2008
29,1,it Milan,6,4,1,1,12,5,7,13,D,2008
3,2,sct Celtic,6,3,0,3,5,6,-1,9,D,2008
49,3,pt Benfica,6,2,1,3,5,6,-1,7,D,2008
40,4,ua Shakhtar,6,2,0,4,6,11,-5,6,D,2008
39,1,es Barcelona,6,4,2,0,12,3,9,14,E,2008
1,2,fr Lyon,6,3,1,2,11,10,1,10,E,2008
20,3,sct Rangers,6,2,1,3,7,9,-2,7,E,2008
18,4,de Stuttgart,6,1,0,5,7,15,-8,3,E,2008
17,1,eng Manchester Utd,6,5,1,0,13,4,9,16,F,2008
35,2,it Roma,6,3,2,1,11,6,5,11,F,2008
56,3,pt Sporting CP,6,2,1,3,9,8,1,7,F,2008
8,4,ua Dynamo Kyiv,6,0,0,6,4,19,-15,0,F,2008
7,1,it Inter,6,5,0,1,12,4,8,15,G,2008
37,2,tr Fenerbahçe,6,3,2,1,8,6,2,11,G,2008
11,3,nl PSV Eindhoven,6,2,1,3,3,6,-3,7,G,2008
43,4,ru CSKA Moscow,6,0,1,5,7,14,-7,1,G,2008
61,1,es Sevilla,6,5,0,1,14,7,7,15,H,2008
5,2,eng Arsenal,6,4,1,1,14,4,10,13,H,2008
62,3,cz Slavia Prague,6,1,2,3,5,16,-11,5,H,2008
58,4,ro Steaua,6,0,1,5,4,10,-6,1,H,2008
35,1,it Roma,6,4,0,2,12,6,6,12,A,2009
25,2,eng Chelsea,6,3,2,1,9,5,4,11,A,2009
57,3,fr Bordeaux,6,2,1,3,5,11,-6,7,A,2009
63,4,ro CFR Cluj,6,1,1,4,5,9,-4,4,A,2009
19,1,gr Panathinaikos,6,3,1,2,8,7,1,10,B,2009
7,2,it Inter,6,2,2,2,8,7,1,8,B,2009
41,3,de Werder Bremen,6,1,4,1,7,9,-2,7,B,2009
64,4,cy Anorthosis,6,1,3,2,8,8,0,6,B,2009
39,1,es Barcelona,6,4,1,1,18,8,10,13,C,2009
56,2,pt Sporting CP,6,4,0,2,8,8,0,12,C,2009
40,3,ua Shakhtar,6,3,0,3,11,7,4,9,C,2009
65,4,ch Basel,6,0,1,5,2,16,-14,1,C,2009
33,1,eng Liverpool,6,4,2,0,11,5,6,14,D,2009
66,2,es Atlético Madrid,6,3,3,0,9,4,5,12,D,2009
23,3,fr Marseille,6,1,1,4,5,7,-2,4,D,2009
11,4,nl PSV Eindhoven,6,1,0,5,5,14,-9,3,D,2009
17,1,eng Manchester Utd,6,2,4,0,9,3,6,10,E,2009
48,2,es Villarreal,6,2,3,1,9,7,2,9,E,2009
67,3,dk Aalborg,6,1,3,2,9,14,-5,6,E,2009
3,4,sct Celtic,6,1,2,3,4,7,-3,5,E,2009
2,1,de Bayern Munich,6,4,2,0,12,4,8,14,F,2009
1,2,fr Lyon,6,3,2,1,14,10,4,11,F,2009
68,3,it Fiorentina,6,1,3,2,5,8,-3,6,F,2009
58,4,ro Steaua,6,0,1,5,3,12,-9,1,F,2009
22,1,pt Porto,6,4,0,2,9,8,1,12,G,2009
5,2,eng Arsenal,6,3,2,1,11,5,6,11,G,2009
8,3,ua Dynamo Kyiv,6,2,2,2,4,4,0,8,G,2009
37,4,tr Fenerbahçe,6,0,2,4,4,11,-7,2,G,2009
13,1,it Juventus,6,3,3,0,7,3,4,12,H,2009
21,2,es Real Madrid,6,4,0,2,9,5,4,12,H,2009
69,3,ru Zenit,6,1,2,3,4,7,-3,5,H,2009
70,4,by BATE Borisov,6,0,3,3,3,8,-5,3,H,2009
57,1,fr Bordeaux,6,5,1,0,9,2,7,16,A,2010
2,2,de Bayern Munich,6,3,1,2,9,5,4,10,A,2010
13,3,it Juventus,6,2,2,2,4,7,-3,8,A,2010
71,4,il Maccabi Haifa,6,0,0,6,0,8,-8,0,A,2010
17,1,eng Manchester Utd,6,4,1,1,10,6,4,13,B,2010
43,2,ru CSKA Moscow,6,3,1,2,10,10,0,10,B,2010
72,3,de Wolfsburg,6,2,1,3,9,8,1,7,B,2010
27,4,tr Beşiktaş,6,1,1,4,3,8,-5,4,B,2010
21,1,es Real Madrid,6,4,1,1,15,7,8,13,C,2010
29,2,it Milan,6,2,3,1,8,7,1,9,C,2010
23,3,fr Marseille,6,2,1,3,10,10,0,7,C,2010
73,4,ch Zürich,6,1,1,4,5,14,-9,4,C,2010
25,1,eng Chelsea,6,4,2,0,11,4,7,14,D,2010
22,2,pt Porto,6,4,0,2,8,3,5,12,D,2010
66,3,es Atlético Madrid,6,0,3,3,3,12,-9,3,D,2010
74,4,cy APOEL FC,6,0,3,3,4,7,-3,3,D,2010
68,1,it Fiorentina,6,5,0,1,14,7,7,15,E,2010
1,2,fr Lyon,6,4,1,1,12,3,9,13,E,2010
33,3,eng Liverpool,6,2,1,3,5,7,-2,7,E,2010
75,4,hu Debrecen,6,0,0,6,5,19,-14,0,E,2010
39,1,es Barcelona,6,3,2,1,7,3,4,11,F,2010
7,2,it Inter,6,2,3,1,7,6,1,9,F,2010
76,3,ru Rubin Kazan,6,1,3,2,4,7,-3,6,F,2010
8,4,ua Dynamo Kyiv,6,1,2,3,7,9,-2,5,F,2010
61,1,es Sevilla,6,4,1,1,11,4,7,13,G,2010
18,2,de Stuttgart,6,2,3,1,9,7,2,9,G,2010
77,3,ro Unirea Urziceni,6,2,2,2,8,8,0,8,G,2010
20,4,sct Rangers,6,0,2,4,4,13,-9,2,G,2010
5,1,eng Arsenal,6,4,1,1,12,5,7,13,H,2010
16,2,gr Olympiacos,6,3,1,2,4,5,-1,10,H,2010
78,3,be Standard Liège,6,1,2,3,7,9,-2,5,H,2010
79,4,nl AZ Alkmaar,6,0,4,2,4,8,-4,4,H,2010
80,1,eng Tottenham,6,3,2,1,18,11,7,11,A,2011
7,2,it Inter,6,3,1,2,12,11,1,10,A,2011
81,3,nl Twente,6,1,3,2,9,11,-2,6,A,2011
41,4,de Werder Bremen,6,1,2,3,6,12,-6,5,A,2011
51,1,de Schalke 04,6,4,1,1,10,3,7,13,B,2011
1,2,fr Lyon,6,3,1,2,11,10,1,10,B,2011
49,3,pt Benfica,6,2,0,4,7,12,-5,6,B,2011
82,4,il Hapoel Tel Aviv,6,1,2,3,7,10,-3,5,B,2011
17,1,eng Manchester Utd,6,4,2,0,7,1,6,14,C,2011
42,2,es Valencia,6,3,2,1,15,4,11,11,C,2011
20,3,sct Rangers,6,1,3,2,3,6,-3,6,C,2011
83,4,tr Bursaspor,6,0,1,5,2,16,-14,1,C,2011
39,1,es Barcelona,6,4,2,0,14,3,11,14,D,2011
59,2,dk FC Copenhagen,6,3,1,2,7,5,2,10,D,2011
76,3,ru Rubin Kazan,6,1,3,2,2,4,-2,6,D,2011
19,4,gr Panathinaikos,6,0,2,4,2,13,-11,2,D,2011
2,1,de Bayern Munich,6,5,0,1,16,6,10,15,E,2011
35,2,it Roma,6,3,1,2,10,11,-1,10,E,2011
65,3,ch Basel,6,2,0,4,8,11,-3,6,E,2011
63,4,ro CFR Cluj,6,1,1,4,6,12,-6,4,E,2011
25,1,eng Chelsea,6,5,0,1,14,4,10,15,F,2011
23,2,fr Marseille,6,4,0,2,12,3,9,12,F,2011
55,3,ru Spartak Moscow,6,3,0,3,7,10,-3,9,F,2011
84,4,sk MŠK Žilina,6,0,0,6,3,19,-16,0,F,2011
21,1,es Real Madrid,6,5,1,0,15,2,13,16,G,2011
29,2,it Milan,6,2,2,2,7,7,0,8,G,2011
32,3,nl Ajax,6,2,1,3,6,10,-4,7,G,2011
85,4,fr Auxerre,6,1,0,5,3,12,-9,3,G,2011
40,1,ua Shakhtar,6,5,0,1,12,6,6,15,H,2011
5,2,eng Arsenal,6,4,0,2,18,7,11,12,H,2011
86,3,pt Braga,6,3,0,3,5,11,-6,9,H,2011
24,4,rs Partizan,6,0,0,6,2,13,-11,0,H,2011
2,1,de Bayern Munich,6,4,1,1,11,6,5,13,A,2012
87,2,it Napoli,6,3,2,1,10,6,4,11,A,2012
88,3,eng Manchester City,6,3,1,2,9,6,3,10,A,2012
48,4,es Villarreal,6,0,0,6,2,14,-12,0,A,2012
7,1,it Inter,6,3,1,2,8,7,1,10,B,2012
43,2,ru CSKA Moscow,6,2,2,2,9,8,1,8,B,2012
89,3,tr Trabzonspor,6,1,4,1,3,5,-2,7,B,2012
50,4,fr Lille,6,1,3,2,6,6,0,6,B,2012
49,1,pt Benfica,6,3,3,0,8,4,4,12,C,2012
65,2,ch Basel,6,3,2,1,11,10,1,11,C,2012
17,3,eng Manchester Utd,6,2,3,1,11,8,3,9,C,2012
90,4,ro Oțelul Galați,6,0,0,6,3,11,-8,0,C,2012
21,1,es Real Madrid,6,6,0,0,19,2,17,18,D,2012
1,2,fr Lyon,6,2,2,2,9,7,2,8,D,2012
32,3,nl Ajax,6,2,2,2,6,6,0,8,D,2012
91,4,hr Dinamo Zagreb,6,0,0,6,3,22,-19,0,D,2012
25,1,eng Chelsea,6,3,2,1,13,4,9,11,E,2012
34,2,de Leverkusen,6,3,1,2,8,8,0,10,E,2012
